Date,Event,OB,Penalty,Total,Score,Out,In,Gon-Patt+36,1st,2nd,green,approach,Double Total,3 shot in 100,Total,Score,,1,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,2,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,3,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,4,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,5,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,6,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,7,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,8,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,9,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,,10,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,11,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,12,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,13,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,14,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,15,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,16,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,17,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数,18,Teeing番手,結果,GIR番手,結果,Hazard,Pin位置,歩数,Patt数,Patt数
4/13/2024,3パット多し ６回。目下パターが課題か。#5は2打目54でなく50を使う。,0 ,0 ,0 ,83 ,41 ,42 ,8 ,1,0,1,1,3,1,4,3,,5,4U,F,9,?, r-yard:106,1,1.5,2,3,4,1W,F,4,GO, r-yard:60,1,4,2,2,4,4U,↑,0,GO, r-yard:87,2,2.5,2,2,3,,,6,GO, r-yard:164,2,14,2,1,7,1W,↑,4,GO,Bunker r-yard:80,4,3,2,5,5,3U,F,9,GO, r-yard:106,1,12,2,3,2,,,P,GO, r-yard:102,4,1,1,1,6,1W,F,P,GO, r-yard:100,2,14,3,3,5,1W,F,5U,GO, r-yard:167,1,11,3,2,,4,,,5,←, r-yard:167,3,14,2,2,5,1W,F,P,GO, r-yard:105,3,10,3,2,5,1w,F,P,GO, r-yard:128,3,11,3,2,6,3u,→,7,GO, r-yard:143,1,3,4,2,6,1W,F,0,↓,Bunker r-yard:92,2,2,1,5,6,1W,?,4,GO, r-yard:80,3,18,3,3,4,1W,F,4,GO, r-yard:20,2,1,1,3,2,,,8,GO, r-yard:140,1,6,1,1,4,1W,?,0,?, r-yard:70,2,3,1,3
4/6/2024,#5はDriverか200y以上のクラブで攻める。パター変更も3パット多し。ハンディキャップは２年間のベスト５枚でカウントされる模様。,0 ,0 ,0 ,84 ,39 ,45 ,12 ,0,0,1,0,1,2,3,0,,4,4U,F,9,GO, r-yard:120,3,18,2,2,5,1W,F,4,GO, r-yard:90,3,20,3,2,4,4U,F,0,?, r-yard:90,1,2,1,3,3,,,5,GO, r-yard:164,3,2,2,1,4,1W,↑,4,GO, r-yard:80,4,5,2,2,6,3U,F,9,GO, r-yard:120,4,20,3,3,3,,,P,GO, r-yard:100,4,3,2,1,5,1W,F,P,GO,Bunker r-yard:100,1,3,2,3,5,1W,?,5U,?, r-yard:150,3,2,2,3,,4,,,5,GO, r-yard:167,3,18,3,1,4,1W,F,9,GO, r-yard:120,3,18,2,2,5,1w,F,9,GO, r-yard:130,3,13,3,2,7,3u,→,5,↓, r-yard:160,3,2,2,5,5,1W,F,5,GO, r-yard:156,3,8,2,3,5,1W,?,5,GO, r-yard:160,3,30,3,2,5,1W,F,4,GO, r-yard:70,3,8,3,2,4,,,5,GO, r-yard:160,3,3,3,1,6,1W,?,5U,?, r-yard:160,3,30,2,4
11/24/2023,解析結果#5はDriverで攻める。OBが1/10なら、選択としてはOKか。3patt以上が7個もある。Patt課題か。12はボール探しきれなかったが、その後見つかったので、ボギーとした。,1 ,0 ,1 ,84 ,43 ,41 ,10 ,0,1,0,2,3,4,7,1,,6,3U,?,7,→, r-yard:137,2,3,2,4,5,1W,F,4,GO, r-yard:75,3,24,3,2,5,3U,F,P,?, r-yard:100,2,5,2,3,4,,,6,GO, r-yard:164,2,30,3,1,5,1W,↑,4,GO, r-yard:80,2,5,3,2,5,3U,F,0,GO, r-yard:92,2,10,2,3,3,,,P,GO, r-yard:100,4,12,2,1,6,1W,F,4,GO, r-yard:67,1,7,3,3,4,1W,F,9,?, r-yard:112,3,1,1,3,,5,,,5,GO, r-yard:154,2,15,4,1,4,1W,F,0,GO, r-yard:92,3,11,2,2,5,1w,?,9,GO, r-yard:140,4,13,3,2,4,3u,?,9,GO, r-yard:110,1,5,2,2,5,1W,F,6,GO, r-yard:154,1,8,2,3,3,1W,F,9,GO, r-yard:112,2,0.5,1,2,4,1W,F,4,GO, r-yard:70,1,4,2,2,3,,,8,GO, r-yard:138,1,6,2,1,8,1W,F,4,GO,2nd OB 6I r-yard:80,2,4,1,7
11/12/2023,月例 1位 入賞は2年3か月ぶり。ベスグロは75で取れず。#9番手ミス125を９I 8Iが正解か。例年と変わらない寒さ。シニア選手権,1 ,0 ,1 ,78 ,39 ,39 ,7 ,1,0,0,0,1,1,2,1,,4,3U,F,9,GO, r-yard:120,2,14,2,2,4,1W,←,P,GO, r-yard:102,4,16,2,2,4,3U,F,0,GO, r-yard:91,3,12,2,2,3,,,5,GO, r-yard:173,2,12,2,1,6,3U,ROB,P,←, r-yard:117,4,1,1,5,5,3U,F,9,GO, r-yard:118,3,8,2,3,3,,,P,GO, r-yard:110,5,16,2,1,5,1W,F,P,GO, r-yard:110,2,12,2,3,5,1W,F,9,?, r-yard:125,3,2,2,3,,3,,,5,GO, r-yard:156,1,5,2,1,5,1W,F,0,GO, r-yard:83,1,12,3,2,5,1w,←,9,?,B r-yard:138,3,2,2,3,4,3u,F,5,GO, r-yard:154,3,20,2,2,6,1W,F,6,GO, r-yard:154,3,10,3,3,4,1W,←,8,GO, r-yard:128,3,15,2,2,3,1W,F,4,GO, r-yard:74,3,1,1,2,4,,,6,GO, r-yard:163,3,10,3,1,5,1W,F,9,GO, r-yard:118,3,12,2,3
10/1/2023,クラブ選手権18位2打足りず。Extraは40の126。ニアレストポイント決めるときに使うクラブは次に使用するクラブであること。,0 ,0 ,0 ,86 ,47 ,39 ,10 ,0,2,0,1,3,1,4,1,,5,3U,F,0,GO, r-yard:94,1,11,3,2,4,1W,F,0,GO, r-yard:70,1,3,2,2,5,3U,→,4,↓, r-yard:72,3,20,2,3,4,,,5U,GO, r-yard:195,2,30,3,1,5,3U,F,P,GO, r-yard:117,3,12,3,2,6,3U,F,0,GO, r-yard:102,2,13,3,3,4,,,P,GO, r-yard:102,5,5,3,1,8,1W,F,5,↓,B r-yard:152,3,10,3,5,6,1W,F,8,→,B r-yard:130,1,4,2,4,,3,,,5,↓, r-yard:172,3,10,1,2,3,1W,F,P,GO, r-yard:110,3,4,1,2,4,1w,F,0,GO, r-yard:110,1,11,2,2,4,3u,→,8,GO, r-yard:127,1,11,2,2,8,1W,?,P,GO, r-yard:64,1,15,3,5,5,1W,←,9,GO, r-yard:112,3,3,2,3,4,1W,F,0,GO, r-yard:64,3,3,2,2,3,,,7,→, r-yard:145,2,1,1,2,5,1W,F,0,GO, r-yard:72,2,8,2,3
9/23/2023,小雨 ノー3パット #5はGreen1番、118ｙPでPinハイから、-12と読んでよいか。午前中7I車に置き忘れ。13# 2nd Bunkerから6Iは、7Iだったらと悔やまれる。,0 ,0 ,0 ,78 ,36 ,42 ,0 ,0,0,0,1,1,1,2,2,,5,3U,→,9,?, r-yard:118,1,3,2,3,4,1W,F,0,GO, r-yard:60,2,12,2,2,4,3U,F,0,GO, r-yard:84,2,6,2,2,2,,,5,GO, r-yard:164,3,8,1,1,3,3U,F,P,GO, r-yard:115,1,2,1,2,5,3U,F,0,GO, r-yard:92,1,3,2,3,3,,,P,GO, r-yard:112,4,17,2,1,5,1W,F,4,?, r-yard:77,1,4,1,4,5,1W,F,0,←, r-yard:90,1,2,2,3,,4,,,6,↓, r-yard:154,1,4,2,2,5,1W,F,8,?,B r-yard:138,2,14,2,3,5,1w,←,4,↓, r-yard:74,1,1,1,4,6,3U,→,6,↓,B r-yard:138,3,4,2,4,6,1W,→,8,GO, r-yard:128,1,13,2,4,4,1W,F,0,GO, r-yard:103,1,5,2,2,4,1W,F,0,GO, r-yard:80,2,5,2,2,3,,,8,?, r-yard:114,2,1,1,2,5,1W,F,9,↑, r-yard:118,3,1.5,1,4
9/16/2023,Driver調子はいまいち。#12_1WヒールLOB、午前中は高速で合わせるのでやっと。30分みっちりパット練習後半16パット,1 ,0 ,1 ,81 ,41 ,40 ,4 ,2,0,0,1,3,1,4,3,,5,3U,F,7,?, r-yard:160,3,8,2,3,5,1W,F,0,GO, r-yard:90,3,8,2,3,6,3U,→,0,GO, r-yard:105,3,16,3,3,3,,,5,GO, r-yard:170,3,15,2,1,4,3U,F,P,GO, r-yard:126,4,4,2,2,4,3U,F,0,GO, r-yard:80,1,2,1,3,2,,,0,GO, r-yard:80,3,3,1,1,6,1W,F,4,GO, r-yard:80,1,2,2,4,6,1W,←,9,GO, r-yard:115,2,8,3,3,,3,,,6,GO, r-yard:154,1,5,2,1,4,1W,F,0,?, r-yard:80,1,1,1,3,7,1w,LOB,9,GO, r-yard:137,4,16,3,4,5,3U,F,9,↓, r-yard:111,1,1,2,3,4,1W,F,5U,GO, r-yard:170,2,2,1,3,5,1W,←,60,↓,B r-yard:40,3,3,1,4,4,1W,F,4,GO, r-yard:80,1,4,2,2,3,,,8,GO, r-yard:114,1,20,2,1,5,1W,?,7,↓, r-yard:132,1,5,2,3
9/10/2023,"月例6位入賞まで一打足りず。3パット6回/9Boggy中。連ちゃん、スコア崩れなかったが、クラチャン1.5Rは集中続かない。レディース選手権,ノーOB,ノーDB",0 ,0 ,0 ,80 ,39 ,41 ,11 ,0,0,0,0,0,0,0,1,,4,3U,F,9,GO, r-yard:118,3,12,2,2,4,1W,←,0,GO, r-yard:91,4,8,2,2,3,3U,F,0,GO, r-yard:80,2,4,1,2,4,,,6,→,B r-yard:163,2,3,2,2,5,3U,↑,0,GO, r-yard:90,2,15,3,2,5,3U,F,4,GO, r-yard:90,2,5,2,3,3,,,P,GO, r-yard:120,5,8,2,1,6,1W,F,P,GO, r-yard:106,3,8,3,3,5,1W,?,9,GO, r-yard:115,2,15,3,2,,4,,,5,GO, r-yard:160,3,13,3,1,4,1W,F,0,GO, r-yard:102,3,9,2,2,4,1w,F,9,GO, r-yard:134,2,24,2,2,5,3U,F,7,?, r-yard:142,3,1.5,2,3,5,1W,F,9,GO, r-yard:112,1,6,2,3,5,1W,F,5,GO, r-yard:157,3,13,3,2,4,1W,F,4,GO, r-yard:80,3,8,2,2,4,,,7,GO, r-yard:154,3,27,3,1,6,1W,?,3W,↓, r-yard:190,1,12,2,4
9/9/2023,小雨 ノー3パット #1は一打目3Uを右左OB。,2 ,0 ,2 ,79 ,39 ,40 ,2 ,1,0,0,1,2,1,3,2,,7,3U,LOB,9,GO,2OB r-yard:113,3,1,1,6,4,1W,F,P,↑, r-yard:94,4,3,1,3,3,3U,F,P,GO, r-yard:96,3,12,1,2,3,,,6,GO, r-yard:163,1,8,2,1,6,3U,F,P,←, r-yard:119,4,4,2,4,4,3U,F,4,GO, r-yard:60,1,3,1,3,3,,,4,GO, r-yard:84,1,3,2,1,5,1W,F,P,GO, r-yard:95,2,6,2,3,4,1W,?,7,GO, r-yard:146,3,3,2,2,,4,,,5,?,B r-yard:160,3,4,2,2,4,1W,F,0,GO, r-yard:90,2,15,2,2,4,1w,F,9,GO, r-yard:120,3,12,2,2,4,3U,F,P,GO, r-yard:101,1,6,2,2,6,1W,F,8,?, r-yard:128,3,3,2,4,4,1W,F,9,GO, r-yard:118,3,13,2,2,5,1W,F,4,→, r-yard:90,1,3,2,3,3,,,7,GO, r-yard:160,2,12,2,1,6,1W,F,8,↓, r-yard:132,3,1.5,2,4
9/2/2023,#14 OB Dr2発。#17 7i 右ロストで、3打め。8連続８５未満。,2 ,1 ,3 ,82 ,37 ,45 ,1 ,1,0,0,2,3,3,6,2,,5,3U,F,0,GO, r-yard:91,1,13,3,2,4,1W,F,P,←, r-yard:103,4,1,1,3,4,3U,F,P,↑, r-yard:91,3,1,1,3,3,,,5,GO, r-yard:173,3,8,2,1,4,3U,←,0,GO, r-yard:128,2,13,2,2,4,3U,F,0,GO, r-yard:50,2,3,1,3,4,,,0,↓, r-yard:89,3,3,2,2,5,1W,F,P,GO, r-yard:99,3,8,2,3,4,1W,?,P,GO, r-yard:120,3,10,2,2,,5,,,5,→, r-yard:160,3,3,3,2,5,1W,F,0,←, r-yard:89,2,2,2,3,6,1w,?,5U,?,B r-yard:170,4,3,2,4,5,3U,F,9,?,B r-yard:120,1,16,2,3,8,1W,LOB,0,?, r-yard:90,2,1,1,7,4,1W,F,0,?, r-yard:90,2,1,1,3,3,1W,F,4,↓, r-yard:142,3,9,1,2,4,,,7,→,Lost r-yard:142,2,3,1,3,5,1W,F,9,GO, r-yard:120,3,3,2,3
8/26/2023,#17左OB.ラフ深い。左のフックは、ゆっくり振るで回避できるが、アイアン含め全体的な影響を及ぼすか。,1 ,0 ,1 ,83 ,40 ,43 ,2 ,1,0,1,1,3,1,4,2,,4,3U,F,P,←, r-yard:95,1,1.5,1,3,4,1W,←,0,→, r-yard:99,4,1,1,3,4,3U,F,0,GO, r-yard:84,2,1.5,2,2,4,,,5,GO, r-yard:176,3,19,3,1,6,3U,→,0,↓,B r-yard:100,1,1,1,5,5,3U,F,0,↓, r-yard:50,1,8,2,3,2,,,P,GO, r-yard:113,5,1,1,1,7,1W,→,8,?,B r-yard:118,2,5,3,4,4,1W,F,P,→, r-yard:109,3,1,1,3,,2,,,5,→, r-yard:154,1,0,0,2,5,1W,F,9,←, r-yard:120,3,2,2,3,5,1w,↓,8,↓, r-yard:120,1,1.5,2,3,5,3U,F,7,←, r-yard:132,3,5,2,3,6,1W,F,7,GO, r-yard:138,2,14,3,3,5,1W,F,7,?, r-yard:118,3,3,2,3,5,1W,F,4,↓, r-yard:62,2,7,2,3,5,,,8,LOB, r-yard:145,2,8,2,3,5,1W,F,9,GO, r-yard:120,2,13,2,3
8/19/2023,アイアンのセットアップを浮かすを実施。#2DrOB２回。シャンクOB１回。4バーディは今年初,4 ,0 ,4 ,84 ,46 ,38 ,1 ,2,0,0,0,2,1,3,4,,5,3U,F,P,ROB, r-yard:113,3,3,1,4,9,1W,LOB,0,→, r-yard:99,1,3,2,7,7,3U,ROB,0,GO, r-yard:84,3,22,3,4,4,,,5,GO, r-yard:170,2,16,3,1,5,3U,↑,4,↑, r-yard:99,1,5,2,3,6,3U,F,P,↓, r-yard:40,2,4,2,4,3,,,4,GO, r-yard:84,2,12,2,1,4,1W,F,P,GO, r-yard:20,3,2,1,3,3,1W,F,0,GO, r-yard:88,1,3,1,2,,4,,,5,GO, r-yard:154,1,15,3,1,3,1W,F,P,GO, r-yard:99,3,8,1,2,5,1w,F,9,→, r-yard:126,4,1,1,4,4,3U,→,7,GO, r-yard:134,1,8,2,2,6,1W,←,5U,GO, r-yard:154,1,30,3,3,5,1W,←,7,?, r-yard:137,2,1,1,4,4,1W,F,0,↑, r-yard:90,3,2,1,3,2,,,8,GO, r-yard:132,2,2,1,1,5,1W,F,7,←, r-yard:126,3,1,1,4
8/12/2023,Driver握らないところはすべて3U。NoOBNoPenalty,0 ,0 ,0 ,76 ,38 ,38 ,1 ,0,0,0,1,1,2,3,3,,4,3U,F,0,GO, r-yard:88,1,12,2,2,4,1W,F,4,GO, r-yard:64,2,8,2,2,4,3U,←,9,GO,B r-yard:90,2,10,2,2,3,,,5,GO, r-yard:170,1,22,2,1,5,3U,F,0,→,B r-yard:110,1,14,2,3,6,3U,←,0,GO, r-yard:86,1,14,2,4,2,,,4,GO, r-yard:88,1,8,1,1,5,1W,F,9,GO,B r-yard:106,2,6,2,3,5,1W,F,9,GO, r-yard:108,3,2,2,3,,3,,,6,GO, r-yard:154,1,7,2,1,3,1W,F,P,GO, r-yard:101,3,1,1,2,4,1w,↑,0,GO, r-yard:105,3,14,2,2,4,3U,←,7,GO, r-yard:132,3,14,2,2,7,1W,←,5U,?, r-yard:165,2,7,2,5,4,1W,F,9,?, r-yard:125,3,1,1,3,5,1W,F,0,↑, r-yard:60,3,2,2,3,2,,,8,GO, r-yard:138,2,1,1,1,6,1W,F,0,GO, r-yard:78,3,1,1,5
8/11/2023,OutBestハーフ36。平日Driver振らなかったらやはり調子が悪かったか。逆に3UはOBなし。,1 ,0 ,1 ,79 ,36 ,43 ,7 ,1,0,0,1,2,0,2,0,,4,3U,F,8,GO, r-yard:113,1,6,2,2,4,1W,F,0,GO, r-yard:85,4,12,2,2,4,3U,←,P,GO, r-yard:105,2,1,2,2,3,,,5,GO, r-yard:164,3,14,2,1,4,3U,↑,0,GO, r-yard:105,1,6,2,2,5,3U,→,P,GO, r-yard:105,1,6,2,3,3,,,4,GO, r-yard:88,1,10,2,1,5,1W,F,P,GO, r-yard:95,1,3,2,3,4,1W,F,0,GO, r-yard:85,1,6,2,2,,4,,,5,GO, r-yard:170,3,14,3,1,4,1W,←,8,GO, r-yard:118,3,24,2,2,4,1w,?,7,GO, r-yard:154,2,8,2,2,5,3U,?,6,↓, r-yard:138,1,10,2,3,7,1W,ROB,6,GO, r-yard:138,1,18,2,5,6,1W,F,6,←,B r-yard:144,2,8,2,4,5,1W,→,P,GO, r-yard:105,2,14,2,3,3,,,8,GO, r-yard:138,1,12,2,1,5,1W,→,0,GO,B r-yard:90,2,6,2,3
8/5/2023,旅行後でノー練習、6#3Wでイーグルチャンス。雨宮さん緊張の中できてスコアもよかった。,1 ,0 ,1 ,81 ,42 ,39 ,2 ,1,0,0,2,3,1,4,1,,6,3U,ROB,0,→, r-yard:90,1,8,2,4,5,1W,F,4,GO, r-yard:54,2,10,3,2,5,3U,←,9,↓, r-yard:105,2,1,1,4,4,,,5,GO, r-yard:164,2,15,3,1,6,5U,←,6,↓,B r-yard:170,2,1,2,4,4,3U,F,3W,GO, r-yard:210,1,6,2,2,3,,,P,GO, r-yard:105,4,10,2,1,5,1W,F,0,GO, r-yard:50,1,7,2,3,4,1W,←,P,GO, r-yard:105,2,7,2,2,,5,,,5,?,B r-yard:170,4,1,1,4,4,1W,?,9,GO, r-yard:106,3,7,2,2,4,1w,↑,9,→, r-yard:105,4,1,1,3,4,3U,F,7,↑, r-yard:132,3,2,1,3,5,1W,F,9,?,B r-yard:121,2,2,1,4,4,1W,F,6,←, r-yard:150,4,1,1,3,4,1W,F,4,GO, r-yard:89,3,10,2,2,4,,,8,GO, r-yard:142,1,15,3,1,5,1W,←,P,↑, r-yard:113,3,1,1,4
7/29/2023,23年初のノーダボ。スルーでなく十分なパット練習とハーフの休養。,0 ,1 ,1 ,81 ,41 ,40 ,6 ,0,0,0,0,0,2,2,1,,4,3U,F,9,→, r-yard:105,1,1,1,3,5,1W,F,0,→, r-yard:69,4,8,2,3,5,3U,←,9,GO, r-yard:116,3,12,3,2,3,,,5,GO, r-yard:164,1,10,2,1,5,5U,←,8,↓,B r-yard:130,4,11,2,3,5,3U,F,4,GO, r-yard:80,1,17,2,3,3,,,0,GO, r-yard:90,3,10,2,1,6,1W,F,9,↑, r-yard:110,3,1,1,5,5,1W,←,6,GO,WH r-yard:151,3,18,2,3,,4,,,5,GO, r-yard:160,3,17,3,1,5,1W,?,0,GO, r-yard:72,1,9,3,2,5,1w,F,8,←, r-yard:141,4,1,1,4,4,3U,F,7,GO, r-yard:138,1,3,2,2,4,1W,F,8,GO, r-yard:128,3,1,1,3,5,1W,F,8,GO, r-yard:131,4,16,3,2,4,1W,F,0,GO, r-yard:60,3,12,2,2,3,,,8,GO, r-yard:140,1,15,2,1,6,1W,←,3W,↓,B r-yard:214,3,15,2,4
7/22/2023,23年初の70台。素直に喜びたい。パット練習長めにできた。,0 ,0 ,0 ,78 ,39 ,39 ,5 ,0,0,0,1,1,1,2,1,,3,3U,F,8,GO, r-yard:120,1,3,1,2,4,1W,F,P,GO, r-yard:101,4,8,2,2,5,3U,F,9,↓, r-yard:105,3,9,2,3,4,,,6,GO, r-yard:164,1,8,3,1,6,5U,↓,4,↓, r-yard:20,4,2,2,4,5,3U,F,0,?, r-yard:98,1,5,1,4,3,,,P,GO, r-yard:105,5,5,2,1,5,1W,→,6,?, r-yard:152,2,1,1,4,4,1W,F,P,GO, r-yard:105,1,5,2,2,,4,,,5,←,B r-yard:160,3,8,2,2,4,1W,F,P,GO, r-yard:102,3,6,2,2,4,1w,→,9,GO, r-yard:125,4,5,2,2,4,3U,?,7,GO,B r-yard:132,2,4,2,2,5,1W,F,8,↑, r-yard:121,3,1,1,4,4,1W,F,P,GO, r-yard:98,3,8,2,2,4,1W,F,0,GO, r-yard:69,3,3,2,2,4,,,7,GO, r-yard:140,2,14,3,1,6,1W,F,0,GO, r-yard:72,2,3,3,3
7/15/2023,"スクラッチ選手権前でラフ長い。グリーン設定も難しい。#5ラフでロスト。#9_DWROB、#13巣とり、#14gon OB,#18_2nd 3U ROB",3 ,1 ,4 ,92 ,45 ,47 ,6 ,2,1,2,0,5,0,5,0,,4,3U,F,9,GO, r-yard:113,3,8,2,2,5,1W,←,9,←, r-yard:105,4,2,2,3,4,3U,↑,P,↓, r-yard:103,3,12,2,2,4,,,6,GO, r-yard:170,2,14,3,1,6,1W,←,4,GO,LOST r-yard:54,4,2,1,5,5,3U,F,0,GO, r-yard:100,3,2,1,4,4,,,9,←, r-yard:113,5,2,1,3,6,1W,→,7,?,B r-yard:132,1,3,2,4,7,1W,ROB,9,?,ROB B r-yard:108,1,9,3,4,,4,,,5,→, r-yard:160,1,2,2,2,4,1W,F,0,GO, r-yard:64,1,12,2,2,4,1w,→,0,GO, r-yard:105,3,8,2,2,7,3U,?,6,↓,B r-yard:134,2,3,2,5,8,1W,F,7,LOB, r-yard:132,1,1.5,1,7,4,1W,F,0,GO, r-yard:84,4,4,2,2,4,1W,F,0,GO, r-yard:51,3,11,2,2,4,,,8,GO, r-yard:130,1,26,3,1,8,1W,→,P,GO,2nd OB r-yard:110,1,15,3,5
7/8/2023,"前週雨でキャンセル：女子プロ見た次の回。#17 6i LOB, #3 3u LOB, #5 3u ROB, #9 1w wh ",3 ,1 ,4 ,92 ,51 ,41 ,0 ,3,0,1,2,6,0,6,0,,5,3U,F,8,←, r-yard:132,2,3,2,3,4,1W,F,4,←, r-yard:54,3,2,1,3,8,3U,LOB,P,↓, r-yard:120,2,4,2,6,5,,,6,↓, r-yard:164,1,13,3,2,7,3U,ROB,P,?,B r-yard:120,2,4,2,5,5,1W,F,4,GO, r-yard:70,2,14,2,3,3,,,9,GO, r-yard:103,4,5,2,1,7,1W,F,9,?, r-yard:113,2,5,2,5,7,1W,←,8,?,WH B r-yard:132,3,1,1,6,,3,,,5,?, r-yard:170,3,11,1,2,5,1W,F,9,↑, r-yard:116,3,3,2,3,4,3W,→,7,→, r-yard:165,4,1,1,3,5,3U,?,5U,↓, r-yard:160,3,1,1,4,5,1W,F,7,↑, r-yard:135,1,2,1,4,4,1W,F,8,GO, r-yard:132,4,8,2,2,4,1W,F,4,GO, r-yard:54,1,8,2,2,5,,,6,LOB, r-yard:160,3,3,1,4,6,1W,→,9,↑, r-yard:113,3,5,2,4
6/24/2023,2レンちゃんもスコア変わらず。,0 ,1 ,1 ,85 ,43 ,42 ,6 ,0,0,2,0,2,2,4,0,,5,3U,↓,4,↓, r-yard:80,2,1.5,1,4,4,1W,F,0,GO, r-yard:99,4,13,2,2,4,3U,F,0,GO, r-yard:100,2,15,2,2,6,,,6,?,WH r-yard:160,3,2,2,4,5,4U,F,P,GO,B r-yard:120,1,7,2,3,5,3U,F,9,GO, r-yard:106,1,15,2,3,4,,,4,GO, r-yard:88,1,7,3,1,6,1W,→,6,GO, r-yard:160,2,11,2,4,4,1W,F,P,GO, r-yard:98,2,7,2,2,,3,,,6i,↓, r-yard:145,1,1,1,2,4,1W,F,6i,GO, r-yard:150,3,16,2,2,5,1W,→,P,GO, r-yard:105,3,5,2,3,5,3U,?,5U,GO, r-yard:160,3,23,3,2,5,1W,F,6,?, r-yard:160,3,1,1,4,5,1W,←,7,↓, r-yard:138,3,2,2,3,6,1W,→,4,↓,B r-yard:84,3,3,2,4,3,,,7,GO, r-yard:150,1,5,2,1,6,1W,F,P,GO, r-yard:105,3,12,3,3
6/23/2023,2レンちゃん1日目、パターグリップ交換初秦野 左に行く？2ドライバーOBは二つともLOB,2 ,0 ,2 ,84 ,41 ,43 ,7 ,2,0,0,0,2,1,3,0,,4,3U,F,9,↓, r-yard:118,2,1.5,1,3,5,1W,F,0,GO, r-yard:99,4,13,3,2,4,3U,F,0,GO, r-yard:100,3,18,2,2,4,,,6,?, r-yard:160,2,4,2,2,5,5U,F,6,GO, r-yard:160,2,18,3,2,6,3U,F,8,GO, r-yard:120,2,15,3,3,3,,,4,GO, r-yard:88,2,13,2,1,6,1W,F,P,GO, r-yard:105,3,15,2,4,4,1W,→,7,GO, r-yard:135,3,14,2,2,,4,,,6i,GO, r-yard:150,1,7,3,1,4,1W,F,9,GO, r-yard:105,1,4,2,2,6,1W,LOB,0,?, r-yard:109,2,1,1,5,4,3U,F,7,GO, r-yard:130,1,5,2,2,5,1W,F,5u,GO, r-yard:160,3,16,2,3,5,1W,←,7,?, r-yard:135,2,4,1,4,4,1W,→,P,GO, r-yard:105,3,13,2,2,3,,,8,GO, r-yard:150,1,6,2,1,8,1W,LOB,5w,?, r-yard:160,3,2,2,6
6/17/2023,今年初ノーOB Penalty,0 ,0 ,0 ,85 ,44 ,41 ,10 ,0,0,2,1,3,3,6,0,,4,3U,F,8,GO, r-yard:132,2,16,2,2,5,1W,←,4,GO, r-yard:97,3,15,3,2,5,3U,?,0,GO, r-yard:84,3,3,2,3,4,,,6,GO, r-yard:164,3,19,3,1,5,5U,F,9,GO, r-yard:135,1,16,3,2,6,3U,F,0,GO, r-yard:95,2,8,3,3,4,,,0,↓, r-yard:92,3,8,2,2,7,1W,?,5U,↑,B r-yard:154,3,30,3,4,4,1W,F,9,GO, r-yard:105,2,8,2,2,,5,,,6i,↓, r-yard:150,1,2,2,3,4,1W,F,0,GO, r-yard:83,1,3,2,2,4,1W,F,7,GO, r-yard:150,2,3,2,2,6,3U,→,8,↓, r-yard:154,1,6,2,4,5,1W,→,5u,GO, r-yard:172,2,20,2,3,5,1W,F,9,↓, r-yard:118,3,4,2,3,4,1W,F,P,↑, r-yard:105,3,3,1,3,3,,,8,GO, r-yard:145,1,13,2,1,5,1W,F,P,GO, r-yard:82,1,9,2,3
